urls,filename,resolution,variable,model,szenario,time
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp126/wc2.1_10m_tmax_CNRM-CM6-1_ssp126_2021-2040.tif,wc2.1_10m_tmax_CNRM-CM6-1_ssp126_2021-2040.tif,1_10m,tmax,CNRM-CM6-1,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp126/wc2.1_10m_prec_CNRM-CM6-1_ssp126_2021-2040.tif,wc2.1_10m_prec_CNRM-CM6-1_ssp126_2021-2040.tif,1_10m,prec,CNRM-CM6-1,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp126/wc2.1_10m_bioc_CNRM-CM6-1_ssp126_2021-2040.tif,wc2.1_10m_bioc_CNRM-CM6-1_ssp126_2021-2040.tif,1_10m,bioc,CNRM-CM6-1,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp245/wc2.1_10m_tmin_CNRM-CM6-1_ssp245_2021-2040.tif,wc2.1_10m_tmin_CNRM-CM6-1_ssp245_2021-2040.tif,1_10m,tmin,CNRM-CM6-1,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp245/wc2.1_10m_tmax_CNRM-CM6-1_ssp245_2021-2040.tif,wc2.1_10m_tmax_CNRM-CM6-1_ssp245_2021-2040.tif,1_10m,tmax,CNRM-CM6-1,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp245/wc2.1_10m_prec_CNRM-CM6-1_ssp245_2021-2040.tif,wc2.1_10m_prec_CNRM-CM6-1_ssp245_2021-2040.tif,1_10m,prec,CNRM-CM6-1,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp245/wc2.1_10m_bioc_CNRM-CM6-1_ssp245_2021-2040.tif,wc2.1_10m_bioc_CNRM-CM6-1_ssp245_2021-2040.tif,1_10m,bioc,CNRM-CM6-1,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp370/wc2.1_10m_tmin_CNRM-CM6-1_ssp370_2021-2040.tif,wc2.1_10m_tmin_CNRM-CM6-1_ssp370_2021-2040.tif,1_10m,tmin,CNRM-CM6-1,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp370/wc2.1_10m_tmax_CNRM-CM6-1_ssp370_2021-2040.tif,wc2.1_10m_tmax_CNRM-CM6-1_ssp370_2021-2040.tif,1_10m,tmax,CNRM-CM6-1,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp370/wc2.1_10m_prec_CNRM-CM6-1_ssp370_2021-2040.tif,wc2.1_10m_prec_CNRM-CM6-1_ssp370_2021-2040.tif,1_10m,prec,CNRM-CM6-1,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp370/wc2.1_10m_bioc_CNRM-CM6-1_ssp370_2021-2040.tif,wc2.1_10m_bioc_CNRM-CM6-1_ssp370_2021-2040.tif,1_10m,bioc,CNRM-CM6-1,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp585/wc2.1_10m_tmin_CNRM-CM6-1_ssp585_2021-2040.tif,wc2.1_10m_tmin_CNRM-CM6-1_ssp585_2021-2040.tif,1_10m,tmin,CNRM-CM6-1,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp585/wc2.1_10m_tmax_CNRM-CM6-1_ssp585_2021-2040.tif,wc2.1_10m_tmax_CNRM-CM6-1_ssp585_2021-2040.tif,1_10m,tmax,CNRM-CM6-1,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp585/wc2.1_10m_prec_CNRM-CM6-1_ssp585_2021-2040.tif,wc2.1_10m_prec_CNRM-CM6-1_ssp585_2021-2040.tif,1_10m,prec,CNRM-CM6-1,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp585/wc2.1_10m_bioc_CNRM-CM6-1_ssp585_2021-2040.tif,wc2.1_10m_bioc_CNRM-CM6-1_ssp585_2021-2040.tif,1_10m,bioc,CNRM-CM6-1,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp126/wc2.1_10m_tmin_CNRM-CM6-1-HR_ssp126_2021-2040.tif,wc2.1_10m_tmin_CNRM-CM6-1-HR_ssp126_2021-2040.tif,1_10m,tmin,CNRM-CM6-1-HR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp126/wc2.1_10m_tmax_CNRM-CM6-1-HR_ssp126_2021-2040.tif,wc2.1_10m_tmax_CNRM-CM6-1-HR_ssp126_2021-2040.tif,1_10m,tmax,CNRM-CM6-1-HR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp126/wc2.1_10m_prec_CNRM-CM6-1-HR_ssp126_2021-2040.tif,wc2.1_10m_prec_CNRM-CM6-1-HR_ssp126_2021-2040.tif,1_10m,prec,CNRM-CM6-1-HR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp126/wc2.1_10m_bioc_CNRM-CM6-1-HR_ssp126_2021-2040.tif,wc2.1_10m_bioc_CNRM-CM6-1-HR_ssp126_2021-2040.tif,1_10m,bioc,CNRM-CM6-1-HR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp245/wc2.1_10m_tmin_CNRM-CM6-1-HR_ssp245_2021-2040.tif,wc2.1_10m_tmin_CNRM-CM6-1-HR_ssp245_2021-2040.tif,1_10m,tmin,CNRM-CM6-1-HR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp245/wc2.1_10m_tmax_CNRM-CM6-1-HR_ssp245_2021-2040.tif,wc2.1_10m_tmax_CNRM-CM6-1-HR_ssp245_2021-2040.tif,1_10m,tmax,CNRM-CM6-1-HR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp245/wc2.1_10m_prec_CNRM-CM6-1-HR_ssp245_2021-2040.tif,wc2.1_10m_prec_CNRM-CM6-1-HR_ssp245_2021-2040.tif,1_10m,prec,CNRM-CM6-1-HR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp245/wc2.1_10m_bioc_CNRM-CM6-1-HR_ssp245_2021-2040.tif,wc2.1_10m_bioc_CNRM-CM6-1-HR_ssp245_2021-2040.tif,1_10m,bioc,CNRM-CM6-1-HR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp370/wc2.1_10m_tmin_CNRM-CM6-1-HR_ssp370_2021-2040.tif,wc2.1_10m_tmin_CNRM-CM6-1-HR_ssp370_2021-2040.tif,1_10m,tmin,CNRM-CM6-1-HR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp370/wc2.1_10m_tmax_CNRM-CM6-1-HR_ssp370_2021-2040.tif,wc2.1_10m_tmax_CNRM-CM6-1-HR_ssp370_2021-2040.tif,1_10m,tmax,CNRM-CM6-1-HR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp370/wc2.1_10m_prec_CNRM-CM6-1-HR_ssp370_2021-2040.tif,wc2.1_10m_prec_CNRM-CM6-1-HR_ssp370_2021-2040.tif,1_10m,prec,CNRM-CM6-1-HR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp370/wc2.1_10m_bioc_CNRM-CM6-1-HR_ssp370_2021-2040.tif,wc2.1_10m_bioc_CNRM-CM6-1-HR_ssp370_2021-2040.tif,1_10m,bioc,CNRM-CM6-1-HR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp585/wc2.1_10m_tmin_CNRM-CM6-1-HR_ssp585_2021-2040.tif,wc2.1_10m_tmin_CNRM-CM6-1-HR_ssp585_2021-2040.tif,1_10m,tmin,CNRM-CM6-1-HR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp585/wc2.1_10m_tmax_CNRM-CM6-1-HR_ssp585_2021-2040.tif,wc2.1_10m_tmax_CNRM-CM6-1-HR_ssp585_2021-2040.tif,1_10m,tmax,CNRM-CM6-1-HR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp585/wc2.1_10m_prec_CNRM-CM6-1-HR_ssp585_2021-2040.tif,wc2.1_10m_prec_CNRM-CM6-1-HR_ssp585_2021-2040.tif,1_10m,prec,CNRM-CM6-1-HR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1-HR/ssp585/wc2.1_10m_bioc_CNRM-CM6-1-HR_ssp585_2021-2040.tif,wc2.1_10m_bioc_CNRM-CM6-1-HR_ssp585_2021-2040.tif,1_10m,bioc,CNRM-CM6-1-HR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp126/wc2.1_10m_tmin_CNRM-ESM2-1_ssp126_2021-2040.tif,wc2.1_10m_tmin_CNRM-ESM2-1_ssp126_2021-2040.tif,1_10m,tmin,CNRM-ESM2-1,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp126/wc2.1_10m_tmax_CNRM-ESM2-1_ssp126_2021-2040.tif,wc2.1_10m_tmax_CNRM-ESM2-1_ssp126_2021-2040.tif,1_10m,tmax,CNRM-ESM2-1,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp126/wc2.1_10m_prec_CNRM-ESM2-1_ssp126_2021-2040.tif,wc2.1_10m_prec_CNRM-ESM2-1_ssp126_2021-2040.tif,1_10m,prec,CNRM-ESM2-1,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp126/wc2.1_10m_bioc_CNRM-ESM2-1_ssp126_2021-2040.tif,wc2.1_10m_bioc_CNRM-ESM2-1_ssp126_2021-2040.tif,1_10m,bioc,CNRM-ESM2-1,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp245/wc2.1_10m_tmin_CNRM-ESM2-1_ssp245_2021-2040.tif,wc2.1_10m_tmin_CNRM-ESM2-1_ssp245_2021-2040.tif,1_10m,tmin,CNRM-ESM2-1,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp245/wc2.1_10m_tmax_CNRM-ESM2-1_ssp245_2021-2040.tif,wc2.1_10m_tmax_CNRM-ESM2-1_ssp245_2021-2040.tif,1_10m,tmax,CNRM-ESM2-1,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp245/wc2.1_10m_prec_CNRM-ESM2-1_ssp245_2021-2040.tif,wc2.1_10m_prec_CNRM-ESM2-1_ssp245_2021-2040.tif,1_10m,prec,CNRM-ESM2-1,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp245/wc2.1_10m_bioc_CNRM-ESM2-1_ssp245_2021-2040.tif,wc2.1_10m_bioc_CNRM-ESM2-1_ssp245_2021-2040.tif,1_10m,bioc,CNRM-ESM2-1,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp370/wc2.1_10m_tmin_CNRM-ESM2-1_ssp370_2021-2040.tif,wc2.1_10m_tmin_CNRM-ESM2-1_ssp370_2021-2040.tif,1_10m,tmin,CNRM-ESM2-1,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp370/wc2.1_10m_tmax_CNRM-ESM2-1_ssp370_2021-2040.tif,wc2.1_10m_tmax_CNRM-ESM2-1_ssp370_2021-2040.tif,1_10m,tmax,CNRM-ESM2-1,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp370/wc2.1_10m_prec_CNRM-ESM2-1_ssp370_2021-2040.tif,wc2.1_10m_prec_CNRM-ESM2-1_ssp370_2021-2040.tif,1_10m,prec,CNRM-ESM2-1,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp370/wc2.1_10m_bioc_CNRM-ESM2-1_ssp370_2021-2040.tif,wc2.1_10m_bioc_CNRM-ESM2-1_ssp370_2021-2040.tif,1_10m,bioc,CNRM-ESM2-1,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp585/wc2.1_10m_tmin_CNRM-ESM2-1_ssp585_2021-2040.tif,wc2.1_10m_tmin_CNRM-ESM2-1_ssp585_2021-2040.tif,1_10m,tmin,CNRM-ESM2-1,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp585/wc2.1_10m_tmax_CNRM-ESM2-1_ssp585_2021-2040.tif,wc2.1_10m_tmax_CNRM-ESM2-1_ssp585_2021-2040.tif,1_10m,tmax,CNRM-ESM2-1,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp585/wc2.1_10m_prec_CNRM-ESM2-1_ssp585_2021-2040.tif,wc2.1_10m_prec_CNRM-ESM2-1_ssp585_2021-2040.tif,1_10m,prec,CNRM-ESM2-1,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-ESM2-1/ssp585/wc2.1_10m_bioc_CNRM-ESM2-1_ssp585_2021-2040.tif,wc2.1_10m_bioc_CNRM-ESM2-1_ssp585_2021-2040.tif,1_10m,bioc,CNRM-ESM2-1,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp126/wc2.1_10m_tmin_EC-Earth3-Veg_ssp126_2021-2040.tif,wc2.1_10m_tmin_EC-Earth3-Veg_ssp126_2021-2040.tif,1_10m,tmin,EC-Earth3-Veg,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp126/wc2.1_10m_tmax_EC-Earth3-Veg_ssp126_2021-2040.tif,wc2.1_10m_tmax_EC-Earth3-Veg_ssp126_2021-2040.tif,1_10m,tmax,EC-Earth3-Veg,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp126/wc2.1_10m_prec_EC-Earth3-Veg_ssp126_2021-2040.tif,wc2.1_10m_prec_EC-Earth3-Veg_ssp126_2021-2040.tif,1_10m,prec,EC-Earth3-Veg,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp126/wc2.1_10m_bioc_EC-Earth3-Veg_ssp126_2021-2040.tif,wc2.1_10m_bioc_EC-Earth3-Veg_ssp126_2021-2040.tif,1_10m,bioc,EC-Earth3-Veg,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp245/wc2.1_10m_tmin_EC-Earth3-Veg_ssp245_2021-2040.tif,wc2.1_10m_tmin_EC-Earth3-Veg_ssp245_2021-2040.tif,1_10m,tmin,EC-Earth3-Veg,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp245/wc2.1_10m_tmax_EC-Earth3-Veg_ssp245_2021-2040.tif,wc2.1_10m_tmax_EC-Earth3-Veg_ssp245_2021-2040.tif,1_10m,tmax,EC-Earth3-Veg,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp245/wc2.1_10m_prec_EC-Earth3-Veg_ssp245_2021-2040.tif,wc2.1_10m_prec_EC-Earth3-Veg_ssp245_2021-2040.tif,1_10m,prec,EC-Earth3-Veg,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp245/wc2.1_10m_bioc_EC-Earth3-Veg_ssp245_2021-2040.tif,wc2.1_10m_bioc_EC-Earth3-Veg_ssp245_2021-2040.tif,1_10m,bioc,EC-Earth3-Veg,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp370/wc2.1_10m_tmin_EC-Earth3-Veg_ssp370_2021-2040.tif,wc2.1_10m_tmin_EC-Earth3-Veg_ssp370_2021-2040.tif,1_10m,tmin,EC-Earth3-Veg,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp370/wc2.1_10m_tmax_EC-Earth3-Veg_ssp370_2021-2040.tif,wc2.1_10m_tmax_EC-Earth3-Veg_ssp370_2021-2040.tif,1_10m,tmax,EC-Earth3-Veg,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp370/wc2.1_10m_prec_EC-Earth3-Veg_ssp370_2021-2040.tif,wc2.1_10m_prec_EC-Earth3-Veg_ssp370_2021-2040.tif,1_10m,prec,EC-Earth3-Veg,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp370/wc2.1_10m_bioc_EC-Earth3-Veg_ssp370_2021-2040.tif,wc2.1_10m_bioc_EC-Earth3-Veg_ssp370_2021-2040.tif,1_10m,bioc,EC-Earth3-Veg,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp585/wc2.1_10m_tmin_EC-Earth3-Veg_ssp585_2021-2040.tif,wc2.1_10m_tmin_EC-Earth3-Veg_ssp585_2021-2040.tif,1_10m,tmin,EC-Earth3-Veg,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp585/wc2.1_10m_tmax_EC-Earth3-Veg_ssp585_2021-2040.tif,wc2.1_10m_tmax_EC-Earth3-Veg_ssp585_2021-2040.tif,1_10m,tmax,EC-Earth3-Veg,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp585/wc2.1_10m_prec_EC-Earth3-Veg_ssp585_2021-2040.tif,wc2.1_10m_prec_EC-Earth3-Veg_ssp585_2021-2040.tif,1_10m,prec,EC-Earth3-Veg,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg/ssp585/wc2.1_10m_bioc_EC-Earth3-Veg_ssp585_2021-2040.tif,wc2.1_10m_bioc_EC-Earth3-Veg_ssp585_2021-2040.tif,1_10m,bioc,EC-Earth3-Veg,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg-LR/ssp126/wc2.1_10m_tmin_EC-Earth3-Veg-LR_ssp126_2021-2040.tif,wc2.1_10m_tmin_EC-Earth3-Veg-LR_ssp126_2021-2040.tif,1_10m,tmin,EC-Earth3-Veg-LR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg-LR/ssp126/wc2.1_10m_tmax_EC-Earth3-Veg-LR_ssp126_2021-2040.tif,wc2.1_10m_tmax_EC-Earth3-Veg-LR_ssp126_2021-2040.tif,1_10m,tmax,EC-Earth3-Veg-LR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg-LR/ssp126/wc2.1_10m_prec_EC-Earth3-Veg-LR_ssp126_2021-2040.tif,wc2.1_10m_prec_EC-Earth3-Veg-LR_ssp126_2021-2040.tif,1_10m,prec,EC-Earth3-Veg-LR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg-LR/ssp126/wc2.1_10m_bioc_EC-Earth3-Veg-LR_ssp126_2021-2040.tif,wc2.1_10m_bioc_EC-Earth3-Veg-LR_ssp126_2021-2040.tif,1_10m,bioc,EC-Earth3-Veg-LR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg-LR/ssp245/wc2.1_10m_tmin_EC-Earth3-Veg-LR_ssp245_2021-2040.tif,wc2.1_10m_tmin_EC-Earth3-Veg-LR_ssp245_2021-2040.tif,1_10m,tmin,EC-Earth3-Veg-LR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg-LR/ssp245/wc2.1_10m_tmax_EC-Earth3-Veg-LR_ssp245_2021-2040.tif,wc2.1_10m_tmax_EC-Earth3-Veg-LR_ssp245_2021-2040.tif,1_10m,tmax,EC-Earth3-Veg-LR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg-LR/ssp245/wc2.1_10m_prec_EC-Earth3-Veg-LR_ssp245_2021-2040.tif,wc2.1_10m_prec_EC-Earth3-Veg-LR_ssp245_2021-2040.tif,1_10m,prec,EC-Earth3-Veg-LR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg-LR/ssp245/wc2.1_10m_bioc_EC-Earth3-Veg-LR_ssp245_2021-2040.tif,wc2.1_10m_bioc_EC-Earth3-Veg-LR_ssp245_2021-2040.tif,1_10m,bioc,EC-Earth3-Veg-LR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg-LR/ssp370/wc2.1_10m_tmin_EC-Earth3-Veg-LR_ssp370_2021-2040.tif,wc2.1_10m_tmin_EC-Earth3-Veg-LR_ssp370_2021-2040.tif,1_10m,tmin,EC-Earth3-Veg-LR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg-LR/ssp370/wc2.1_10m_tmax_EC-Earth3-Veg-LR_ssp370_2021-2040.tif,wc2.1_10m_tmax_EC-Earth3-Veg-LR_ssp370_2021-2040.tif,1_10m,tmax,EC-Earth3-Veg-LR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg-LR/ssp370/wc2.1_10m_prec_EC-Earth3-Veg-LR_ssp370_2021-2040.tif,wc2.1_10m_prec_EC-Earth3-Veg-LR_ssp370_2021-2040.tif,1_10m,prec,EC-Earth3-Veg-LR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg-LR/ssp370/wc2.1_10m_bioc_EC-Earth3-Veg-LR_ssp370_2021-2040.tif,wc2.1_10m_bioc_EC-Earth3-Veg-LR_ssp370_2021-2040.tif,1_10m,bioc,EC-Earth3-Veg-LR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg-LR/ssp585/wc2.1_10m_tmin_EC-Earth3-Veg-LR_ssp585_2021-2040.tif,wc2.1_10m_tmin_EC-Earth3-Veg-LR_ssp585_2021-2040.tif,1_10m,tmin,EC-Earth3-Veg-LR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg-LR/ssp585/wc2.1_10m_tmax_EC-Earth3-Veg-LR_ssp585_2021-2040.tif,wc2.1_10m_tmax_EC-Earth3-Veg-LR_ssp585_2021-2040.tif,1_10m,tmax,EC-Earth3-Veg-LR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg-LR/ssp585/wc2.1_10m_prec_EC-Earth3-Veg-LR_ssp585_2021-2040.tif,wc2.1_10m_prec_EC-Earth3-Veg-LR_ssp585_2021-2040.tif,1_10m,prec,EC-Earth3-Veg-LR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/EC-Earth3-Veg-LR/ssp585/wc2.1_10m_bioc_EC-Earth3-Veg-LR_ssp585_2021-2040.tif,wc2.1_10m_bioc_EC-Earth3-Veg-LR_ssp585_2021-2040.tif,1_10m,bioc,EC-Earth3-Veg-LR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/FIO-ESM-2-0/ssp126/wc2.1_10m_tmin_FIO-ESM-2-0_ssp126_2021-2040.tif,wc2.1_10m_tmin_FIO-ESM-2-0_ssp126_2021-2040.tif,1_10m,tmin,FIO-ESM-2-0,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/FIO-ESM-2-0/ssp126/wc2.1_10m_tmax_FIO-ESM-2-0_ssp126_2021-2040.tif,wc2.1_10m_tmax_FIO-ESM-2-0_ssp126_2021-2040.tif,1_10m,tmax,FIO-ESM-2-0,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/FIO-ESM-2-0/ssp126/wc2.1_10m_prec_FIO-ESM-2-0_ssp126_2021-2040.tif,wc2.1_10m_prec_FIO-ESM-2-0_ssp126_2021-2040.tif,1_10m,prec,FIO-ESM-2-0,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/FIO-ESM-2-0/ssp126/wc2.1_10m_bioc_FIO-ESM-2-0_ssp126_2021-2040.tif,wc2.1_10m_bioc_FIO-ESM-2-0_ssp126_2021-2040.tif,1_10m,bioc,FIO-ESM-2-0,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/FIO-ESM-2-0/ssp245/wc2.1_10m_tmin_FIO-ESM-2-0_ssp245_2021-2040.tif,wc2.1_10m_tmin_FIO-ESM-2-0_ssp245_2021-2040.tif,1_10m,tmin,FIO-ESM-2-0,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/FIO-ESM-2-0/ssp245/wc2.1_10m_tmax_FIO-ESM-2-0_ssp245_2021-2040.tif,wc2.1_10m_tmax_FIO-ESM-2-0_ssp245_2021-2040.tif,1_10m,tmax,FIO-ESM-2-0,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/FIO-ESM-2-0/ssp245/wc2.1_10m_prec_FIO-ESM-2-0_ssp245_2021-2040.tif,wc2.1_10m_prec_FIO-ESM-2-0_ssp245_2021-2040.tif,1_10m,prec,FIO-ESM-2-0,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/FIO-ESM-2-0/ssp245/wc2.1_10m_bioc_FIO-ESM-2-0_ssp245_2021-2040.tif,wc2.1_10m_bioc_FIO-ESM-2-0_ssp245_2021-2040.tif,1_10m,bioc,FIO-ESM-2-0,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/FIO-ESM-2-0/ssp585/wc2.1_10m_tmin_FIO-ESM-2-0_ssp585_2021-2040.tif,wc2.1_10m_tmin_FIO-ESM-2-0_ssp585_2021-2040.tif,1_10m,tmin,FIO-ESM-2-0,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/FIO-ESM-2-0/ssp585/wc2.1_10m_tmax_FIO-ESM-2-0_ssp585_2021-2040.tif,wc2.1_10m_tmax_FIO-ESM-2-0_ssp585_2021-2040.tif,1_10m,tmax,FIO-ESM-2-0,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/FIO-ESM-2-0/ssp585/wc2.1_10m_prec_FIO-ESM-2-0_ssp585_2021-2040.tif,wc2.1_10m_prec_FIO-ESM-2-0_ssp585_2021-2040.tif,1_10m,prec,FIO-ESM-2-0,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/FIO-ESM-2-0/ssp585/wc2.1_10m_bioc_FIO-ESM-2-0_ssp585_2021-2040.tif,wc2.1_10m_bioc_FIO-ESM-2-0_ssp585_2021-2040.tif,1_10m,bioc,FIO-ESM-2-0,ssp585,2021-2040
